fact_user_daily_activity_id,user_key,date_key,subscription_plan_key,campaign_key,is_premium,has_active_subscription,logins_count,sessions_count,minutes_watched,lessons_completed,quizzes_attempted,distinct_courses_accessed,active_days_last_30d,days_since_last_login,is_inactive_7d_flag,active_courses_count,completed_courses_total,created_at
34084,672,20251022,1,37,True,True,3,6,154,10,3,1,28,4,False,1,10,2025-11-23 23:21:18.097823
34085,943,20251022,1,38,False,True,0,0,0,0,0,0,6,31,True,0,0,2025-11-23 23:21:18.097826
34086,169,20251022,2,37,True,False,3,6,204,3,0,2,16,5,False,2,3,2025-11-23 23:21:18.097830
34087,926,20251022,5,33,True,False,0,0,0,0,0,0,3,37,True,0,0,2025-11-23 23:21:18.097834
34088,366,20251022,4,37,False,False,0,0,0,0,0,0,15,51,True,0,0,2025-11-23 23:21:18.097837
34089,557,20251022,2,20,False,False,1,4,275,3,2,2,25,2,False,2,3,2025-11-23 23:21:18.097842
34090,796,20251022,4,30,False,True,2,2,183,8,0,1,4,4,False,1,8,2025-11-23 23:21:18.097847
34091,856,20251022,5,14,True,True,0,0,0,0,0,0,15,58,True,0,0,2025-11-23 23:21:18.097850
34092,453,20251022,5,48,False,False,3,4,18,5,3,1,22,3,False,1,5,2025-11-23 23:21:18.097854
34093,188,20251022,1,48,False,True,3,7,222,2,4,1,4,4,False,1,2,2025-11-23 23:21:18.097859
34094,466,20251022,4,33,True,True,0,0,0,0,0,0,9,19,True,0,0,2025-11-23 23:21:18.097861
34095,832,20251022,3,13,False,True,5,5,160,1,2,2,9,3,False,2,1,2025-11-23 23:21:18.097866
34096,931,20251022,2,40,True,True,0,0,0,0,0,0,10,13,True,0,0,2025-11-23 23:21:18.097869
34097,326,20251022,2,37,True,False,2,8,137,9,5,1,4,5,False,1,9,2025-11-23 23:21:18.097884
34098,563,20251022,4,24,False,False,3,1,191,7,3,1,11,1,False,1,7,2025-11-23 23:21:18.097889
34099,462,20251022,2,20,False,False,1,8,188,7,5,3,19,1,False,3,7,2025-11-23 23:21:18.097893
34100,484,20251022,2,46,False,True,1,8,80,1,4,1,3,3,False,1,1,2025-11-23 23:21:18.097898
34101,574,20251023,2,22,True,False,0,0,0,0,0,0,0,9,True,0,0,2025-11-23 23:21:18.098315
34102,230,20251023,4,8,False,False,5,7,261,10,4,2,12,4,False,2,10,2025-11-23 23:21:18.098321
34103,878,20251023,1,24,True,True,2,6,144,9,4,2,28,4,False,2,9,2025-11-23 23:21:18.098325
34104,943,20251023,2,49,True,True,0,0,0,0,0,0,15,56,True,0,0,2025-11-23 23:21:18.098328
34105,69,20251023,4,37,False,False,0,0,0,0,0,0,12,19,True,0,0,2025-11-23 23:21:18.098330
34106,942,20251023,5,20,True,False,3,8,275,0,1,2,22,3,False,2,0,2025-11-23 23:21:18.098335
34107,459,20251023,1,13,True,True,0,0,0,0,0,0,4,50,True,0,0,2025-11-23 23:21:18.098338
34108,197,20251023,3,41,True,False,2,1,60,7,0,2,26,3,False,2,7,2025-11-23 23:21:18.098343
34109,501,20251023,3,16,False,False,4,3,125,0,4,2,10,6,False,2,0,2025-11-23 23:21:18.098347
34110,139,20251023,3,14,True,False,3,5,280,6,2,2,14,7,False,2,6,2025-11-23 23:21:18.098352
34111,650,20251023,1,16,False,False,2,3,67,1,3,2,30,5,False,2,1,2025-11-23 23:21:18.098357
34112,480,20251023,3,10,False,True,2,5,286,9,1,3,3,3,False,3,9,2025-11-23 23:21:18.098361
34113,813,20251023,3,11,False,False,0,0,0,0,0,0,15,58,True,0,0,2025-11-23 23:21:18.098364
34114,573,20251023,3,25,False,False,2,5,169,6,1,1,17,6,False,1,6,2025-11-23 23:21:18.098369
34115,973,20251023,5,32,False,True,0,0,0,0,0,0,0,40,True,0,0,2025-11-23 23:21:18.098372
34116,369,20251023,3,27,False,True,5,6,241,1,2,1,3,4,False,1,1,2025-11-23 23:21:18.098376
34117,474,20251023,1,40,True,False,4,1,251,7,0,1,4,1,False,1,7,2025-11-23 23:21:18.098390
34118,870,20251023,3,36,True,True,0,0,0,0,0,0,10,8,True,0,0,2025-11-23 23:21:18.098393
34119,868,20251023,1,43,True,True,2,6,252,2,3,1,16,3,False,1,2,2025-11-23 23:21:18.098398
34120,390,20251023,3,47,True,True,2,5,287,8,5,1,8,3,False,1,8,2025-11-23 23:21:18.098402
34121,220,20251023,2,3,True,True,2,6,77,0,5,2,26,5,False,2,0,2025-11-23 23:21:18.098407
34122,747,20251023,4,4,False,True,0,0,0,0,0,0,1,34,True,0,0,2025-11-23 23:21:18.098409
34123,111,20251023,1,7,True,False,3,2,279,1,0,3,1,2,False,3,1,2025-11-23 23:21:18.098414
34124,170,20251023,3,25,True,True,1,4,39,4,0,1,12,4,False,1,4,2025-11-23 23:21:18.098420
34125,668,20251023,4,40,False,True,5,1,176,5,2,2,1,3,False,2,5,2025-11-23 23:21:18.098426
34126,403,20251023,1,50,False,True,0,0,0,0,0,0,14,38,True,0,0,2025-11-23 23:21:18.098429
34127,452,20251023,3,10,False,False,4,6,13,2,0,2,4,0,False,2,2,2025-11-23 23:21:18.098436
34128,70,20251023,3,43,False,False,5,4,45,6,1,3,23,0,False,3,6,2025-11-23 23:21:18.098440
34129,904,20251023,5,27,True,False,3,3,133,6,0,3,27,4,False,3,6,2025-11-23 23:21:18.098445
34130,667,20251023,4,8,False,True,1,2,53,1,2,1,27,2,False,1,1,2025-11-23 23:21:18.098449
34131,709,20251023,3,13,False,False,1,3,117,9,0,3,11,7,False,3,9,2025-11-23 23:21:18.098454
34132,863,20251023,2,35,True,False,0,0,0,0,0,0,6,37,True,0,0,2025-11-23 23:21:18.098456
34133,905,20251023,3,39,True,True,1,6,287,10,5,3,26,3,False,3,10,2025-11-23 23:21:18.098461
34134,37,20251023,2,11,True,False,0,0,0,0,0,0,15,49,True,0,0,2025-11-23 23:21:18.098464
34135,681,20251023,1,32,True,False,4,8,55,5,3,1,16,2,False,1,5,2025-11-23 23:21:18.098468
34136,832,20251023,5,19,True,False,1,2,200,3,1,1,4,7,False,1,3,2025-11-23 23:21:18.098473
34137,146,20251023,2,30,True,False,2,7,159,0,1,1,16,1,False,1,0,2025-11-23 23:21:18.098478
34138,235,20251023,1,48,False,False,5,2,238,9,4,2,8,7,False,2,9,2025-11-23 23:21:18.098483
34139,479,20251023,3,20,False,False,5,5,93,2,4,1,26,7,False,1,2,2025-11-23 23:21:18.098487
34140,438,20251023,3,18,False,True,4,6,20,6,2,1,8,3,False,1,6,2025-11-23 23:21:18.098491
34141,330,20251023,5,43,True,False,4,5,146,6,5,1,2,6,False,1,6,2025-11-23 23:21:18.098496
34142,737,20251023,4,36,False,False,4,8,153,3,3,1,5,5,False,1,3,2025-11-23 23:21:18.098500
34143,242,20251023,3,46,True,True,5,7,205,2,2,1,17,5,False,1,2,2025-11-23 23:21:18.098504
34144,703,20251023,1,14,False,False,0,0,0,0,0,0,7,58,True,0,0,2025-11-23 23:21:18.098507
34145,48,20251023,4,31,False,True,3,5,76,4,4,1,5,0,False,1,4,2025-11-23 23:21:18.098512
34146,746,20251023,4,1,True,False,1,8,24,1,5,1,7,3,False,1,1,2025-11-23 23:21:18.098517
34147,144,20251023,5,9,True,True,0,0,0,0,0,0,1,43,True,0,0,2025-11-23 23:21:18.098533
34148,266,20251023,1,4,False,False,5,3,150,5,4,1,12,5,False,1,5,2025-11-23 23:21:18.098538
34149,248,20251023,2,49,True,True,5,2,58,0,5,1,23,7,False,1,0,2025-11-23 23:21:18.098542
34150,77,20251023,4,8,True,True,3,5,253,4,5,3,29,3,False,3,4,2025-11-23 23:21:18.098546
34151,57,20251023,3,33,False,True,4,8,97,0,4,2,3,6,False,2,0,2025-11-23 23:21:18.098551
34152,172,20251023,3,48,True,True,2,5,206,1,5,1,3,5,False,1,1,2025-11-23 23:21:18.098556
34153,269,20251023,1,39,False,False,0,0,0,0,0,0,0,51,True,0,0,2025-11-23 23:21:18.098558
34154,237,20251023,4,39,False,True,0,0,0,0,0,0,2,34,True,0,0,2025-11-23 23:21:18.098561
34155,397,20251023,5,3,False,True,1,2,282,8,5,3,14,4,False,3,8,2025-11-23 23:21:18.098566
34156,918,20251023,5,27,True,False,0,0,0,0,0,0,7,35,True,0,0,2025-11-23 23:21:18.098569
34157,21,20251023,3,24,False,True,0,0,0,0,0,0,5,57,True,0,0,2025-11-23 23:21:18.098572
34158,423,20251023,3,20,False,False,0,0,0,0,0,0,0,8,True,0,0,2025-11-23 23:21:18.098575
34159,739,20251023,5,37,False,False,1,7,170,8,2,3,23,0,False,3,8,2025-11-23 23:21:18.098579
34160,672,20251023,1,19,False,True,1,5,166,5,5,2,20,6,False,2,5,2025-11-23 23:21:18.098584
34161,809,20251023,4,13,True,False,1,4,44,5,3,3,26,2,False,3,5,2025-11-23 23:21:18.098588
34162,838,20251023,1,44,False,True,0,0,0,0,0,0,3,23,True,0,0,2025-11-23 23:21:18.098591
34163,528,20251023,4,24,False,False,2,7,130,1,0,2,6,5,False,2,1,2025-11-23 23:21:18.098595
34164,550,20251023,5,29,True,False,2,2,145,5,2,2,3,1,False,2,5,2025-11-23 23:21:18.098600
34165,101,20251023,4,43,False,False,0,0,0,0,0,0,1,24,True,0,0,2025-11-23 23:21:18.098603
34166,184,20251023,1,40,False,False,0,0,0,0,0,0,15,14,True,0,0,2025-11-23 23:21:18.098606
34167,363,20251023,2,35,True,True,0,0,0,0,0,0,9,19,True,0,0,2025-11-23 23:21:18.098609
34168,482,20251023,3,34,False,False,1,1,114,8,4,3,16,2,False,3,8,2025-11-23 23:21:18.098614
34169,654,20251023,5,48,False,True,0,0,0,0,0,0,8,51,True,0,0,2025-11-23 23:21:18.098616
34170,43,20251023,2,48,True,False,3,7,170,0,5,2,7,6,False,2,0,2025-11-23 23:21:18.098621
34171,763,20251023,3,11,False,False,5,2,112,8,4,3,16,0,False,3,8,2025-11-23 23:21:18.098625
34172,958,20251023,1,10,False,True,4,8,56,0,1,3,9,0,False,3,0,2025-11-23 23:21:18.098630
34173,195,20251023,2,50,True,False,0,0,0,0,0,0,14,24,True,0,0,2025-11-23 23:21:18.098633
34174,855,20251023,2,11,False,False,0,0,0,0,0,0,11,40,True,0,0,2025-11-23 23:21:18.098636
34175,121,20251023,4,12,False,False,3,3,39,4,3,2,15,0,False,2,4,2025-11-23 23:21:18.098641
34176,316,20251023,5,12,False,False,0,0,0,0,0,0,2,36,True,0,0,2025-11-23 23:21:18.098644
34177,618,20251023,2,36,False,False,0,0,0,0,0,0,14,38,True,0,0,2025-11-23 23:21:18.098668
34178,961,20251023,4,21,True,True,0,0,0,0,0,0,11,23,True,0,0,2025-11-23 23:21:18.098672
34179,225,20251023,1,12,True,True,0,0,0,0,0,0,10,21,True,0,0,2025-11-23 23:21:18.098674
34180,609,20251023,4,11,True,False,3,2,62,4,3,2,24,4,False,2,4,2025-11-23 23:21:18.098679
34181,655,20251023,3,13,True,False,1,3,77,3,2,3,11,3,False,3,3,2025-11-23 23:21:18.098684
34182,448,20251023,1,13,False,False,3,3,50,6,5,3,30,1,False,3,6,2025-11-23 23:21:18.098688
34183,761,20251023,4,30,True,False,1,7,47,9,1,1,29,2,False,1,9,2025-11-23 23:21:18.098693
34184,603,20251023,4,49,False,False,2,3,180,2,2,3,24,7,False,3,2,2025-11-23 23:21:18.098697
34185,965,20251023,3,15,False,True,0,0,0,0,0,0,2,51,True,0,0,2025-11-23 23:21:18.098700
34186,713,20251023,4,7,False,False,0,0,0,0,0,0,11,25,True,0,0,2025-11-23 23:21:18.098703
34187,503,20251023,3,46,True,True,1,2,265,0,4,1,18,1,False,1,0,2025-11-23 23:21:18.098708
34188,18,20251023,5,30,True,True,4,4,88,2,5,1,29,4,False,1,2,2025-11-23 23:21:18.098713
34189,389,20251023,4,41,False,False,5,7,190,6,0,2,13,4,False,2,6,2025-11-23 23:21:18.098718
34190,478,20251023,4,14,True,True,0,0,0,0,0,0,7,14,True,0,0,2025-11-23 23:21:18.098720
34191,764,20251023,5,40,True,True,0,0,0,0,0,0,12,60,True,0,0,2025-11-23 23:21:18.098723
34192,627,20251023,5,36,True,False,5,4,158,0,4,2,25,5,False,2,0,2025-11-23 23:21:18.098728
34193,332,20251023,5,42,False,True,0,0,0,0,0,0,8,14,True,0,0,2025-11-23 23:21:18.098731
34194,867,20251023,2,48,True,False,4,1,281,6,2,1,1,5,False,1,6,2025-11-23 23:21:18.098735
34195,757,20251023,5,45,True,True,3,1,94,3,0,3,21,4,False,3,3,2025-11-23 23:21:18.098740
34196,25,20251023,4,23,False,False,2,8,164,9,5,3,23,1,False,3,9,2025-11-23 23:21:18.098744
34197,849,20251023,1,43,True,False,0,0,0,0,0,0,4,40,True,0,0,2025-11-23 23:21:18.098747
34198,727,20251023,3,49,True,True,2,8,273,8,5,2,29,1,False,2,8,2025-11-23 23:21:18.098752
34199,246,20251023,2,2,False,True,3,5,126,9,3,2,7,1,False,2,9,2025-11-23 23:21:18.098756
34200,385,20251023,1,30,False,True,0,0,0,0,0,0,9,9,True,0,0,2025-11-23 23:21:18.098759
34201,651,20251023,5,13,True,True,5,8,219,4,4,1,5,2,False,1,4,2025-11-23 23:21:18.098763
34202,546,20251023,2,23,False,True,5,7,105,7,0,3,10,0,False,3,7,2025-11-23 23:21:18.098767
34203,745,20251023,2,33,False,True,2,8,249,9,2,3,14,7,False,3,9,2025-11-23 23:21:18.098772
34204,899,20251023,4,22,False,True,5,5,65,3,0,3,18,6,False,3,3,2025-11-23 23:21:18.098776
34205,549,20251023,2,5,True,True,0,0,0,0,0,0,12,59,True,0,0,2025-11-23 23:21:18.098778
34206,791,20251023,1,1,True,True,4,8,292,0,1,1,21,6,False,1,0,2025-11-23 23:21:18.098783
34207,202,20251023,2,9,True,False,1,2,12,9,1,3,28,2,False,3,9,2025-11-23 23:21:18.098788
34208,828,20251023,5,50,True,False,2,8,187,3,4,2,9,6,False,2,3,2025-11-23 23:21:18.098804
34209,444,20251023,2,32,True,False,3,4,110,5,2,2,4,5,False,2,5,2025-11-23 23:21:18.098808
34210,575,20251023,4,6,False,True,5,4,87,1,2,1,20,2,False,1,1,2025-11-23 23:21:18.098813
34211,569,20251023,4,38,True,True,0,0,0,0,0,0,14,21,True,0,0,2025-11-23 23:21:18.098816
34212,406,20251023,4,31,True,False,3,4,68,8,3,1,28,7,False,1,8,2025-11-23 23:21:18.098820
34213,872,20251023,1,35,True,False,4,7,239,10,0,3,18,6,False,3,10,2025-11-23 23:21:18.098825
34214,264,20251023,4,24,True,True,0,0,0,0,0,0,13,28,True,0,0,2025-11-23 23:21:18.098827
34215,635,20251023,2,9,True,False,3,4,62,5,0,2,20,7,False,2,5,2025-11-23 23:21:18.098833
34216,209,20251023,1,18,False,False,3,5,216,9,2,1,16,0,False,1,9,2025-11-23 23:21:18.098838
34217,22,20251023,2,17,True,False,1,3,103,3,5,3,16,5,False,3,3,2025-11-23 23:21:18.098843
34218,805,20251023,2,2,False,True,1,7,286,3,3,1,21,0,False,1,3,2025-11-23 23:21:18.098848
34219,413,20251023,3,20,True,False,0,0,0,0,0,0,6,44,True,0,0,2025-11-23 23:21:18.098851
34220,893,20251023,4,6,False,True,2,7,282,9,3,1,28,4,False,1,9,2025-11-23 23:21:18.098856
34221,109,20251023,5,28,True,True,0,0,0,0,0,0,3,35,True,0,0,2025-11-23 23:21:18.098861
34222,817,20251023,1,11,False,True,1,5,193,4,1,2,26,3,False,2,4,2025-11-23 23:21:18.098867
34223,925,20251023,5,8,False,True,0,0,0,0,0,0,10,9,True,0,0,2025-11-23 23:21:18.098870
34224,833,20251023,5,2,False,False,1,3,33,0,4,2,10,1,False,2,0,2025-11-23 23:21:18.098874
34225,594,20251023,5,49,False,False,3,1,96,5,0,3,23,1,False,3,5,2025-11-23 23:21:18.098878
34226,71,20251023,4,2,False,True,4,7,229,10,3,2,2,3,False,2,10,2025-11-23 23:21:18.098883
34227,408,20251023,5,8,True,True,1,7,230,7,3,1,21,5,False,1,7,2025-11-23 23:21:18.098890
34228,598,20251023,2,10,True,True,0,0,0,0,0,0,4,49,True,0,0,2025-11-23 23:21:18.098893
34229,23,20251023,3,21,True,False,0,0,0,0,0,0,0,17,True,0,0,2025-11-23 23:21:18.098896
34230,94,20251023,3,31,True,False,4,1,157,10,5,3,16,5,False,3,10,2025-11-23 23:21:18.098902
34231,151,20251023,2,32,False,True,0,0,0,0,0,0,1,32,True,0,0,2025-11-23 23:21:18.098907
34232,39,20251023,5,38,True,False,0,0,0,0,0,0,11,54,True,0,0,2025-11-23 23:21:18.098910
34233,279,20251023,1,6,False,True,2,8,282,3,3,3,16,2,False,3,3,2025-11-23 23:21:18.098914
34234,611,20251023,1,1,False,False,0,0,0,0,0,0,7,34,True,0,0,2025-11-23 23:21:18.098917
34235,614,20251023,4,28,False,True,4,5,149,5,3,2,3,2,False,2,5,2025-11-23 23:21:18.098922
34236,842,20251023,5,11,False,True,3,7,225,10,4,1,10,0,False,1,10,2025-11-23 23:21:18.098927
34237,308,20251023,4,10,True,True,0,0,0,0,0,0,10,16,True,0,0,2025-11-23 23:21:18.098932
34238,694,20251023,2,10,False,True,4,3,32,4,0,2,8,2,False,2,4,2025-11-23 23:21:18.098937
34239,260,20251023,2,30,True,True,1,8,280,3,4,1,26,2,False,1,3,2025-11-23 23:21:18.098941
34240,622,20251023,2,2,True,True,0,0,0,0,0,0,12,11,True,0,0,2025-11-23 23:21:18.098944
34241,824,20251023,1,27,False,False,4,6,289,10,5,2,13,0,False,2,10,2025-11-23 23:21:18.098948
34242,123,20251023,2,3,False,True,1,2,173,5,3,1,21,7,False,1,5,2025-11-23 23:21:18.098953
34243,678,20251023,2,35,False,False,0,0,0,0,0,0,7,13,True,0,0,2025-11-23 23:21:18.098955
34244,834,20251023,2,42,True,True,1,8,164,3,0,3,1,0,False,3,3,2025-11-23 23:21:18.098960
34245,500,20251023,5,42,False,False,4,5,44,2,0,3,23,4,False,3,2,2025-11-23 23:21:18.098964
34246,722,20251023,3,27,False,True,5,3,216,1,5,3,11,1,False,3,1,2025-11-23 23:21:18.098969
34247,538,20251023,4,44,True,True,5,1,42,6,3,3,12,3,False,3,6,2025-11-23 23:21:18.099276
34248,299,20251023,5,31,False,False,0,0,0,0,0,0,9,30,True,0,0,2025-11-23 23:21:18.099281
34249,158,20251023,3,2,False,True,1,6,216,3,1,2,3,6,False,2,3,2025-11-23 23:21:18.099285
34250,606,20251023,5,5,True,False,3,5,50,5,3,1,29,0,False,1,5,2025-11-23 23:21:18.099290
34251,252,20251023,1,29,False,False,0,0,0,0,0,0,8,24,True,0,0,2025-11-23 23:21:18.099292
34252,105,20251023,3,28,True,False,0,0,0,0,0,0,3,53,True,0,0,2025-11-23 23:21:18.099296
34253,461,20251023,4,20,False,True,0,0,0,0,0,0,12,31,True,0,0,2025-11-23 23:21:18.099298
34254,860,20251023,3,28,True,False,3,8,128,9,2,1,3,1,False,1,9,2025-11-23 23:21:18.099303
34255,414,20251023,3,39,True,False,4,7,21,6,4,1,27,4,False,1,6,2025-11-23 23:21:18.099307
34256,73,20251023,3,25,False,True,5,6,284,3,0,3,4,2,False,3,3,2025-11-23 23:21:18.099312
34257,742,20251023,2,35,True,True,1,6,258,9,4,3,5,1,False,3,9,2025-11-23 23:21:18.099318
34258,565,20251023,3,3,False,False,2,5,205,3,2,2,12,4,False,2,3,2025-11-23 23:21:18.099323
34259,885,20251023,2,7,True,True,4,6,78,6,1,2,28,7,False,2,6,2025-11-23 23:21:18.099327
34260,601,20251023,3,27,False,False,5,4,248,0,2,2,3,3,False,2,0,2025-11-23 23:21:18.099332
34261,440,20251023,2,26,True,False,0,0,0,0,0,0,0,29,True,0,0,2025-11-23 23:21:18.099335
34262,986,20251023,5,18,False,False,5,6,142,2,3,3,16,2,False,3,2,2025-11-23 23:21:18.099339
34263,607,20251023,2,10,False,True,4,2,287,9,4,2,12,2,False,2,9,2025-11-23 23:21:18.099344
34264,273,20251023,1,20,True,False,1,5,128,6,1,3,12,0,False,3,6,2025-11-23 23:21:18.099348
34265,180,20251023,2,10,True,True,3,1,86,8,1,3,4,7,False,3,8,2025-11-23 23:21:18.099353
34266,214,20251023,3,42,False,True,0,0,0,0,0,0,11,30,True,0,0,2025-11-23 23:21:18.099356
34267,816,20251023,2,39,False,True,3,7,248,5,1,3,18,3,False,3,5,2025-11-23 23:21:18.099361
34268,693,20251023,5,44,False,False,1,8,225,6,2,1,24,5,False,1,6,2025-11-23 23:21:18.099366
34269,270,20251023,4,7,True,True,2,4,87,6,4,2,3,5,False,2,6,2025-11-23 23:21:18.099370
34270,853,20251023,1,35,False,True,1,4,126,1,5,2,11,4,False,2,1,2025-11-23 23:21:18.099374
34271,76,20251023,2,45,True,True,3,1,72,6,3,1,29,4,False,1,6,2025-11-23 23:21:18.099379
34272,297,20251023,3,45,True,True,0,0,0,0,0,0,3,18,True,0,0,2025-11-23 23:21:18.099394
34273,150,20251023,3,28,False,False,5,1,97,2,2,2,28,0,False,2,2,2025-11-23 23:21:18.099399
34274,296,20251023,2,34,False,True,0,0,0,0,0,0,14,29,True,0,0,2025-11-23 23:21:18.099402
34275,692,20251023,1,20,True,True,0,0,0,0,0,0,3,16,True,0,0,2025-11-23 23:21:18.099404
34276,156,20251023,3,32,False,False,5,7,15,0,2,2,9,7,False,2,0,2025-11-23 23:21:18.099409
34277,997,20251023,5,13,False,False,3,1,238,5,5,3,3,1,False,3,5,2025-11-23 23:21:18.099414
34278,913,20251023,4,32,True,True,4,8,111,6,0,1,3,3,False,1,6,2025-11-23 23:21:18.099419
34279,730,20251023,2,23,True,True,4,2,159,5,4,3,2,0,False,3,5,2025-11-23 23:21:18.099423
34280,31,20251023,1,33,False,False,0,0,0,0,0,0,6,45,True,0,0,2025-11-23 23:21:18.099428
34281,320,20251023,2,18,False,True,0,0,0,0,0,0,13,49,True,0,0,2025-11-23 23:21:18.099435
34282,616,20251023,2,14,False,False,0,0,0,0,0,0,9,57,True,0,0,2025-11-23 23:21:18.099438
34283,311,20251023,3,20,False,False,3,4,201,8,0,1,10,1,False,1,8,2025-11-23 23:21:18.099443
34284,342,20251023,2,42,True,False,5,4,120,0,4,3,14,7,False,3,0,2025-11-23 23:21:18.099447
34285,368,20251023,3,2,True,False,5,1,286,10,0,3,23,6,False,3,10,2025-11-23 23:21:18.099452
34286,66,20251023,3,44,False,True,3,1,204,0,3,2,27,1,False,2,0,2025-11-23 23:21:18.099456
34287,341,20251023,2,28,True,False,5,1,286,8,3,2,13,4,False,2,8,2025-11-23 23:21:18.099466
34288,16,20251023,3,31,False,False,3,5,127,9,1,3,2,0,False,3,9,2025-11-23 23:21:18.099476
34289,993,20251023,1,19,False,False,5,1,121,0,0,2,8,1,False,2,0,2025-11-23 23:21:18.099484
34290,653,20251023,4,11,False,True,0,0,0,0,0,0,4,52,True,0,0,2025-11-23 23:21:18.099488
34291,345,20251023,4,30,False,True,2,4,176,4,1,3,19,5,False,3,4,2025-11-23 23:21:18.099493
34292,984,20251023,4,20,True,False,5,6,114,7,2,1,11,3,False,1,7,2025-11-23 23:21:18.099497
34293,677,20251023,3,7,True,True,0,0,0,0,0,0,11,28,True,0,0,2025-11-23 23:21:18.099500
34294,486,20251023,2,30,True,True,1,1,132,10,1,2,12,3,False,2,10,2025-11-23 23:21:18.099504
34295,741,20251023,5,33,False,True,3,4,137,10,3,2,16,4,False,2,10,2025-11-23 23:21:18.099509
34296,850,20251023,4,47,True,True,1,4,107,3,0,2,7,0,False,2,3,2025-11-23 23:21:18.099514
34297,118,20251023,2,16,True,False,0,0,0,0,0,0,14,41,True,0,0,2025-11-23 23:21:18.099519
34298,356,20251023,5,2,False,False,3,3,289,0,4,1,19,5,False,1,0,2025-11-23 23:21:18.099524
34299,388,20251023,3,32,True,True,2,7,139,7,5,1,14,0,False,1,7,2025-11-23 23:21:18.099528
34300,929,20251023,3,29,False,False,1,1,282,1,1,1,10,2,False,1,1,2025-11-23 23:21:18.099532
34301,365,20251023,2,22,True,False,3,3,213,9,3,3,24,1,False,3,9,2025-11-23 23:21:18.099537
34302,278,20251023,1,3,False,False,3,1,42,9,3,3,28,1,False,3,9,2025-11-23 23:21:18.099541
34303,705,20251023,2,22,True,False,2,4,40,7,0,2,12,4,False,2,7,2025-11-23 23:21:18.099545
34304,851,20251023,3,18,False,False,2,3,96,1,0,2,13,4,False,2,1,2025-11-23 23:21:18.099550
34305,561,20251023,4,23,True,False,0,0,0,0,0,0,9,42,True,0,0,2025-11-23 23:21:18.099553
34306,982,20251023,1,1,False,True,0,0,0,0,0,0,15,28,True,0,0,2025-11-23 23:21:18.099556
34307,483,20251023,4,16,True,True,0,0,0,0,0,0,2,52,True,0,0,2025-11-23 23:21:18.099567
34308,329,20251023,1,31,True,False,2,7,15,5,4,3,7,4,False,3,5,2025-11-23 23:21:18.099572
34309,512,20251023,5,39,True,False,4,8,273,6,5,3,15,6,False,3,6,2025-11-23 23:21:18.099577
34310,793,20251023,4,1,True,False,1,8,136,7,4,3,7,3,False,3,7,2025-11-23 23:21:18.099581
34311,7,20251023,1,32,False,True,1,2,143,5,3,3,30,5,False,3,5,2025-11-23 23:21:18.099586
34312,289,20251023,1,50,False,True,0,0,0,0,0,0,5,50,True,0,0,2025-11-23 23:21:18.099588
34313,839,20251023,2,43,False,True,0,0,0,0,0,0,11,48,True,0,0,2025-11-23 23:21:18.099591
34314,788,20251023,1,45,False,False,0,0,0,0,0,0,11,46,True,0,0,2025-11-23 23:21:18.099594
34315,523,20251023,4,29,True,False,1,3,212,5,5,1,17,7,False,1,5,2025-11-23 23:21:18.099598
34316,462,20251023,2,47,True,True,4,2,97,1,1,2,19,5,False,2,1,2025-11-23 23:21:18.099603
34317,491,20251023,5,46,True,True,3,2,203,0,2,1,19,5,False,1,0,2025-11-23 23:21:18.099608
34318,818,20251023,4,25,False,False,3,5,198,1,4,3,10,6,False,3,1,2025-11-23 23:21:18.099613
34319,357,20251023,1,5,False,True,0,0,0,0,0,0,5,46,True,0,0,2025-11-23 23:21:18.099616
34320,499,20251023,4,23,True,True,0,0,0,0,0,0,14,56,True,0,0,2025-11-23 23:21:18.099619
34321,207,20251023,2,12,True,True,4,1,80,1,5,1,22,2,False,1,1,2025-11-23 23:21:18.099623
34322,680,20251023,1,15,True,False,5,1,289,2,3,2,15,3,False,2,2,2025-11-23 23:21:18.099627
34323,710,20251023,3,27,True,True,0,0,0,0,0,0,3,44,True,0,0,2025-11-23 23:21:18.099630
34324,251,20251023,5,3,True,False,1,3,213,3,4,1,8,4,False,1,3,2025-11-23 23:21:18.099635
34325,657,20251023,3,18,False,True,5,8,184,4,3,2,21,5,False,2,4,2025-11-23 23:21:18.099639
34326,61,20251023,3,50,True,True,0,0,0,0,0,0,15,49,True,0,0,2025-11-23 23:21:18.099642
34327,339,20251023,2,8,False,False,4,7,23,9,5,3,2,0,False,3,9,2025-11-23 23:21:18.099660
34328,351,20251023,4,45,True,True,3,8,146,2,1,2,21,3,False,2,2,2025-11-23 23:21:18.099665
34329,141,20251023,1,31,False,True,4,4,178,5,3,2,13,3,False,2,5,2025-11-23 23:21:18.099670
34330,428,20251023,4,18,False,True,1,5,112,1,4,2,23,0,False,2,1,2025-11-23 23:21:18.099674
34331,784,20251023,4,28,True,True,2,3,50,9,2,3,24,2,False,3,9,2025-11-23 23:21:18.099679
34332,665,20251023,3,43,True,False,2,7,201,7,3,1,22,5,False,1,7,2025-11-23 23:21:18.099684
34333,317,20251023,5,39,True,True,3,1,188,7,4,2,29,2,False,2,7,2025-11-23 23:21:18.099688
34334,314,20251023,5,23,True,False,5,4,138,4,1,3,28,1,False,3,4,2025-11-23 23:21:18.099692
